Date,Category,Rejected Cat 1,Rejected Cat 2,Puzzle,Letters,Prize,Win?,Notes,Season
"February 17, 2016",Phrase,NA,NA,IT BOILS DOWN TO THIS,P H G O,"$33,000",Yes,NA,33
"February 18, 2016",Phrase,NA,NA,PAVED THE WAY,M D B I,"$45,000",No,NA,33
"February 19, 2016",Person,NA,NA,FAMOUS COMPOSER,G H B I,"$33,000",No,NA,33
"February 22, 2016",Thing,NA,NA,MAGIC POWER,G H F O,"$33,000",No,NA,33
"February 23, 2016",Thing,NA,NA,PAISLEY FABRIC,C H D A,"$45,000",No,NA,33
"February 24, 2016",Place,NA,NA,OFFICE CUBICLE,C M D O,Lincoln MKC,Yes,NA,33
"February 25, 2016",Phrase,NA,NA,QUITE CURIOUS,H C M O D,"$33,000",Yes,NA,33
"February 26, 2016",Person,NA,NA,AMAZING KID,C P B A,"$33,000",No,NA,33
"February 29, 2016",Thing,NA,NA,MY BIG BREAK,H D G A,"$33,000",No,NA,33
"March 1, 2016",Phrase,NA,NA,JOT DOWN YOUR THOUGHTS,G H P O,Mini Cooper,No,NA,33
"March 2, 2016",Thing,NA,NA,UPBEAT OUTLOOK,C D H A,"$45,000",No,NA,33
"March 3, 2016",Things,NA,NA,COMPUTER GRAPHICS,C M D A,"$33,000",Yes,NA,33
"March 4, 2016",Thing,NA,NA,A JOYOUS WELCOME,D P M A,"$33,000",No,NA,33
"March 7, 2016",Place,NA,NA,SUBWAY PLATFORM,D M C A,"$33,000",No,NA,33
"March 8, 2016",Things,NA,NA,LIGHTING FIXTURES,P G H O,"$33,000",No,NA,33
"March 9, 2016",Thing,NA,NA,OVERDUE BOOK,M B P A,"$33,000",No,NA,33
"March 10, 2016",Thing,NA,NA,COMFY BOOTH,C D M A,"$40,000",No,NA,33
"March 11, 2016",Person,NA,NA,FUTURE WIFE,M D C A,"$33,000",Yes,NA,33
"March 14, 2016",Thing,NA,NA,JOB OPPORTUNITY,G P H O,"$33,000",Yes,NA,33
"March 15, 2016",Phrase,NA,NA,BOUND TO HAPPEN,C D P O,"$50,000",Yes,NA,33
"March 16, 2016",Phrase,NA,NA,I FEEL GIDDY,P D C O,"$50,000",Yes,NA,33
"March 17, 2016",Thing,NA,NA,AUTHORIZATION CODE,C D F A,"$33,000",Yes,NA,33
"March 18, 2016",Thing,NA,NA,MAJOR POINT,P C G I,Ford Mustang convertible,No,NA,33
"March 21, 2016",Thing,NA,NA,VERY BUSY SCHEDULE,G H P O,"$40,000",Yes,NA,33
"March 22, 2016",Things,NA,NA,UPLIFTING WORDS,G D C I,"$50,000",No,NA,33
"March 23, 2016",Thing,NA,NA,WINDOW FRAME,C D M A,"$33,000",No,NA,33
"March 24, 2016",Things,NA,NA,ECHOING VOICES,P H G O,"$50,000",No,NA,33
"March 25, 2016",Things,NA,NA,GOOFY PICTURES,Y G H O,"$45,000",Yes,NA,33
"March 28, 2016",Things,NA,NA,COMFY PAJAMAS,C M D O,Jeep Wrangler,No,NA,33
"March 29, 2016",Thing,NA,NA,BIOLOGY EXAM,D P C A,"$33,000",No,NA,33
"March 30, 2016",Phrase,NA,NA,WRAP IT UP,M H D O B,"$33,000",No,NA,33
"March 31, 2016",Phrase,NA,NA,JUST KIDDING,C H D A M,Jeep Wrangler,No,NA,33
"April 1, 2016",Things,NA,NA,HEALTHY HABITS,H M D O C,"$33,000",Yes,NA,33
"April 4, 2016",Thing,NA,NA,BASKET OF GOODIES,D G C I,"$33,000",Yes,NA,33
"April 5, 2016",Thing,NA,NA,COMPANY PROFILE,D M V A,"$33,000",Yes,NA,33
"April 6, 2016",Thing,NA,NA,DUPLICATE KEY,C B D I G,"$33,000",No,NA,33
"April 7, 2016",Thing,NA,NA,A BIG MOVE,B D M A,"$33,000",No,NA,33
"April 8, 2016",Thing,NA,NA,VIGOROUS ACTIVITY,G H M A,"$50,000",No,NA,33
"April 11, 2016",Thing,NA,NA,YOUR POCKETBOOK,C D M O,"$33,000",Yes,NA,33
"April 12, 2016",Person,NA,NA,AVID OUTDOORSMAN,C D P O,"$33,000",No,NA,33
"April 13, 2016",Person,NA,NA,JOB APPLICANT,M C H A,Mini Cooper,No,NA,33
"April 14, 2016",Things,NA,NA,HOUSEHOLD APPLIANCES,C P G O,Fiat 500X Trekking,Yes,NA,33
"April 15, 2016",What Are You Doing?,NA,NA,VOICING MY OPINION,G D B I,"$50,000",No,NA,33
"April 18, 2016",Thing,NA,NA,FUZZY BEARD,D Y H A,"$40,000",No,NA,33
"April 19, 2016",Phrase,NA,NA,VERY INSIGHTFUL,C D M I,"$50,000",No,NA,33
"April 20, 2016",Things,NA,NA,BULKY ITEMS,M B H I,Cadillac SRX,No,NA,33
"April 21, 2016",Thing,NA,NA,AFTERTHOUGHT,H G C O,"$33,000",Yes,NA,33
"April 22, 2016",Phrase,NA,NA,BOUNCING BACK,C Y V O,"$33,000",Yes,NA,33
"April 25, 2016",Person,NA,NA,FORMER OLYMPIAN,C D M A,"$33,000",No,NA,33
"April 26, 2016",Thing,NA,NA,PERFECT DISGUISE,F M C I,"$33,000",Yes,NA,33
"April 27, 2016",Phrase,NA,NA,LIVING UP TO THE HYPE,P G H O,"$33,000",Yes,NA,33
"April 28, 2016",Phrase,NA,NA,HIGHLY MOTIVATED,H D G O,"$100,000",Yes,NA,33
"April 29, 2016",Things,NA,NA,QUICK FIXES,G H P O D,"$45,000",No,NA,33
"May 2, 2016",Thing,NA,NA,OUR OBJECTIVE,C D H I,"$33,000",No,NA,33
"May 3, 2016",Thing,NA,NA,FINAL APPROVAL,P G H O,"$33,000",Yes,NA,33
"May 4, 2016",What Are You Doing?,NA,NA,GOING ABROAD,G M D I,"$33,000",No,NA,33
"May 5, 2016",Thing,NA,NA,DAMP WEATHER,H F P A,"$33,000",No,NA,33
"May 6, 2016",Thing,NA,NA,GEOGRAPHY QUIZ,G H D O,"$33,000",Yes,NA,33
"May 9, 2016",Thing,NA,NA,HOME PROJECT,C H P O,"$33,000",Yes,NA,33
"May 10, 2016",Phrase,NA,NA,I AM BAFFLED,G M C A,"$45,000",Yes,NA,33
"May 11, 2016",Thing,NA,NA,CUTE OUTFIT,C H M O,"$33,000",No,NA,33
"May 12, 2016",Phrase,NA,NA,BACK IN THE GROOVE,H C M O P,"$33,000",No,NA,33
"May 13, 2016",Phrase,NA,NA,AMONG THE BEST,H C K A,"$33,000",No,NA,33
"May 16, 2016",What Are You Doing?,NA,NA,MAKING THE ROUNDS,B G M U,"$40,000",Yes,NA,33
"May 17, 2016",Thing,NA,NA,DISPLAY OF AFFECTION,M P B O,"$33,000",No,NA,33
"May 18, 2016",Phrase,NA,NA,PAID IN FULL,F C H A,"$33,000",Yes,NA,33
"May 19, 2016",Things,NA,NA,DAILY COUPONS,D M C I,"$33,000",Yes,NA,33
"May 20, 2016",Person,NA,NA,COURAGEOUS WOMAN,P C G A,"$33,000",No,NA,33
"May 23, 2016",Thing,NA,NA,HEAVY BAGGAGE,M C D A,"$33,000",No,NA,33
"May 24, 2016",Thing,NA,NA,WINDY DAY,D C Y A,"$45,000",Yes,NA,33
"May 25, 2016",Phrase,NA,NA,POUR YOUR HEART OUT,P H C O,"$100,000",Yes,NA,33
"May 26, 2016",Things,NA,NA,POETIC WORDS,G H P O D,"$33,000",Yes,NA,33
"May 27, 2016",Person,NA,NA,QUIRKY CHARACTER,P C M O,BMW 228i,No,NA,33
"May 30, 2016",Phrase,NA,NA,BY NIGHTFALL,C H B A,"$33,000",Yes,NA,33
"May 31, 2016",Thing,NA,NA,HONEST WORK,F D P O,"$33,000",Yes,NA,33
"June 1, 2016",Phrase,NA,NA,WHAT TO BUY,G H P O,"$33,000",No,NA,33
"June 2, 2016",Phrase,NA,NA,JOINING FORCES,P G H O D,Ford Escape,No,NA,33
"June 3, 2016",Phrase,NA,NA,A WHOLE BUNCH,D H C I P,"$45,000",Yes,NA,33
"June 6, 2016",Thing,NA,NA,MAGAZINE AD,B D M O,"$33,000",Yes,NA,33
"June 7, 2016",Thing,NA,NA,REUSABLE BAG,P G H O,"$40,000",No,NA,33
"June 8, 2016",Thing,NA,NA,CASH AWARD,C D G O,"$33,000",No,NA,33
"June 9, 2016",Event,NA,NA,MIRACULOUS DISCOVERY,Y B P A,"$40,000",No,NA,33
"June 10, 2016",Phrase,NA,NA,OUT OF CURIOSITY,G P H A,Chevrolet Camaro,No,NA,33
"September 12, 2016",Phrase,NA,NA,TIDY UP THE HOUSE,C P B I G,"$34,000",No,NA,34
"September 13, 2016",Thing,NA,NA,WHIMSICAL RHYME,M C H I,Ford Escape,Yes,NA,34
"September 14, 2016",Thing,NA,NA,PIANO MUSIC,D K M A,"$40,000",Yes,NA,34
"September 15, 2016",What Are You Doing?,NA,NA,CARPOOLING TO WORK,H C D O B,Ford Escape,Yes,NA,34
"September 16, 2016",Thing,NA,NA,ACTIVEWEAR,C D M A,Ford Escape,No,NA,34
"September 19, 2016",Thing,NA,NA,UPBEAT PERSONALITY,P G Q O H,Chevrolet Equinox,No,NA,34
"September 20, 2016",Thing,NA,NA,FOOD JOURNAL,C D M A,"$34,000",No,NA,34
"September 21, 2016",Phrase,NA,NA,IN THE BACKGROUND,H G D O,"$34,000",No,NA,34
"September 22, 2016",Thing,NA,NA,GROUP PHOTO,C D M A,Chevrolet Equinox,No,NA,34
"September 23, 2016",Thing,NA,NA,POWERFUL IMAGE,P G H O,"$45,000",No,NA,34
"September 26, 2016",Phrase,NA,NA,HUMBLY YOURS,P C H O D,"$34,000",No,NA,34
"September 27, 2016",Phrase,NA,NA,CHOKED UP,G D P A M,"$40,000",No,NA,34
"September 28, 2016",Thing,NA,NA,POSITIVE OPINION,P G H O,"$34,000",Yes,NA,34
"September 29, 2016",Food & Drink,NA,NA,FRESH HONEYDEW,F H C A,"$34,000",Yes,NA,34
"September 30, 2016",Thing,NA,NA,A HEFTY CHUNK,D H M A,"$45,000",No,NA,34
"October 3, 2016",Phrase,NA,NA,ON OUR WAY TO HAPPY HOUR,D F M O,"$34,000",No,NA,34
"October 4, 2016",Phrase,NA,NA,GAVE HIM AN EARFUL,H D P O,"$100,000",No,NA,34
"October 5, 2016",Food & Drink,NA,NA,JUICY PLUM,C H D A,"$34,000",No,NA,34
"October 6, 2016",Phrase,NA,NA,OUT OF THE BOX,H D M A,Ford Explorer,No,NA,34
"October 7, 2016",Phrase,NA,NA,APPLYING YOURSELF,P H G I,Ford Explorer,Yes,NA,34
"October 10, 2016",Person,NA,NA,JAZZ GUITARIST,C D M I,"$34,000",No,NA,34
"October 11, 2016",What Are You Doing?,NA,NA,BAKING A PIE,G D M A,"$34,000",Yes,NA,34
"October 12, 2016",Thing,NA,NA,BASIC MATH,G Y P O,"$34,000",No,NA,34
"October 13, 2016",Thing,NA,NA,POPULAR VIEW,G M B O,GMC Terrain,No,NA,34
"October 14, 2016",Thing,NA,NA,FABULOUS ADVICE,D G H O,GMC Terrain,No,NA,34
"October 17, 2016",What Are You Doing?,NA,NA,PARADING AROUND,D C P A,Jeep Compass,Yes,NA,34
"October 18, 2016",Phrase,NA,NA,FLIPPING A SWITCH,H P M O,"$50,000",Yes,NA,34
"October 19, 2016",Phrase,NA,NA,EMBARK ON A JOURNEY,D G H O,"$34,000",No,NA,34
"October 20, 2016",Phrase,NA,NA,DIFFICULT TO IGNORE,P C D A,"$40,000",No,NA,34
"October 21, 2016",Things,NA,NA,ADORABLE DIMPLES,H P C O,"$40,000",No,NA,34
"October 24, 2016",Person,NA,NA,HANDY GUY,W D C I M,"$34,000",No,NA,34
"October 25, 2016",Phrase,NA,NA,I HAVE NO IDEA,M C D A,Fiat 500X Easy,Yes,NA,34
"October 26, 2016",Phrase,NA,NA,ON A BUDGET,C D M A,Fiat 500X Easy,No,NA,34
"October 27, 2016",Things,NA,NA,DAILY UPDATES,C D M A,"$34,000",No,NA,34
"October 28, 2016",Thing,NA,NA,FOGGY MORNING,H P C I,"$40,000",No,NA,34
"October 31, 2016",Phrase,NA,NA,TOYING AROUND,G Y D I,Ford C-MAX,Yes,NA,34
"November 1, 2016",Phrase,NA,NA,UNBEATABLE COMBINATION,D H C O,"$40,000",No,NA,34
"November 2, 2016",Thing,NA,NA,BRIGHT GLOW,C D M O,"$34,000",No,NA,34
"November 3, 2016",Phrase,NA,NA,JOINING HANDS,C D M O,"$34,000",No,NA,34
"November 4, 2016",Phrase,NA,NA,PAYING MY DUES,G C M I,"$34,000",No,NA,34
"November 7, 2016",Thing,NA,NA,A BIG FACTOR,D H M A,"$34,000",No,NA,34
"November 8, 2016",Phrase,NA,NA,MY HAPPY PLACE,M Y D A,"$34,000",Yes,NA,34
"November 9, 2016",Phrase,NA,NA,JOG YOUR MEMORY,M D P A,"$34,000",No,NA,34
"November 10, 2016",Phrase,NA,NA,POINT IT OUT,D P H A,Ford Explorer,Yes,NA,34
"November 11, 2016",Things,NA,NA,GROCERY BAGS,P H M I,Ford Explorer,No,NA,34
"November 14, 2016",Thing,NA,NA,AMBITIOUS PLAN,P C M O,"$34,000",Yes,NA,34
"November 15, 2016",Thing,NA,NA,DOUBLE EXPOSURE,C G D U,"$34,000",Yes,NA,34
"November 16, 2016",Things,NA,NA,DAYLIGHT HOURS,D C P A,"$34,000",Yes,NA,34
"November 17, 2016",Thing,NA,NA,FUNNY CAPTION,C M H A,"$34,000",No,NA,34
"November 18, 2016",Place,NA,NA,COZY BUNGALOW,C M D O G,"$34,000",No,NA,34
"November 21, 2016",Phrase,NA,NA,I HAVE TO GO HOME,D M P I,Ford Escape,No,NA,34
"November 22, 2016",Thing,NA,NA,WOOL JACKET,D C H O,Jeep Compass,No,NA,34
"November 23, 2016",Person,NA,NA,MUSICAL PRODIGY,C H P O,"$34,000",Yes,NA,34
"November 24, 2016",Phrase,NA,NA,HOPE YOU HAVE FUN,H C P I,Ford Explorer,No,NA,34
"November 25, 2016",Thing,NA,NA,OUR TOP PRIORITY,P H G O C,GMC Terrain,Yes,NA,34
"November 28, 2016",Phrase,NA,NA,BACK IT UP,C P D I,"$34,000",Yes,NA,34
"November 29, 2016",Thing,NA,NA,HUGE JACKPOT,G C M O,"$34,000",No,NA,34
"November 30, 2016",Thing,NA,NA,A UNIQUE VOICE,H G M O,"$100,000",No,NA,34
"December 1, 2016",Phrase,NA,NA,OPEN DAILY,D M P O,"$100,000",Yes,NA,34
"December 2, 2016",Thing,NA,NA,AN ONGOING EFFORT,C G D O,"$34,000",Yes,NA,34
"December 5, 2016",Phrase,NA,NA,HOWDY FOLKS,C D M A,"$100,000",No,NA,34
"December 6, 2016",Thing,NA,NA,BIOGRAPHICAL INFORMATION,C D M I,"$45,000",No,NA,34
"December 7, 2016",Phrase,NA,NA,DREAM BIG,C H D O,"$34,000",No,NA,34
"December 8, 2016",Place,NA,NA,QUAINT COTTAGE,M C Q A,"$34,000",Yes,NA,34
"December 9, 2016",Thing,NA,NA,IMPULSE PURCHASE,P D H I M,Volkswagen Golf,Yes,NA,34
"December 12, 2016",Phrase,NA,NA,YOUNG AND HIP,G D M O,Mini Cooper Clubman,No,NA,34
"December 13, 2016",Phrase,NA,NA,MAKE IT HAPPEN,C D M A,"$34,000",Yes,NA,34
"December 14, 2016",On the Map,NA,NA,AKRON OHIO,P G H O,"$34,000",Yes,NA,34
"December 15, 2016",Thing,NA,NA,VIVID IMAGE,M D P A,"$50,000",No,NA,34
"December 16, 2016",Phrase,NA,NA,OUT ON THE PATIO,D M C A,"$50,000",No,NA,34
"December 19, 2016",Event,NA,NA,BINGO PARTY,P G H O,"$45,000",Yes,NA,34
"December 20, 2016",Phrase,NA,NA,ALWAYS FAITHFUL,P M C O,Toyota RAV4,No,NA,34
"December 21, 2016",Thing,NA,NA,BOLD IDEA,C M H O,Toyota RAV4,No,NA,34
"December 22, 2016",Phrase,NA,NA,IN A GOOD GROOVE,C P G O,Toyota RAV4,Yes,NA,34
"December 23, 2016",Thing,NA,NA,VOCABULARY QUIZ,M C H A,"$34,000",No,NA,34
"December 26, 2016",Thing,NA,NA,SUPERB TECHNIQUE,C M D A,Ford Explorer,Yes,NA,34
"December 27, 2016",What Are You Doing?,NA,NA,MAKING AN APPOINTMENT,G P D I,"$45,000",Yes,NA,34
"December 28, 2016",Place,NA,NA,PACKED AUDITORIUM,D G M O,"$34,000",No,NA,34
"December 29, 2016",What Are You Doing?,NA,NA,PRYING IT OPEN,P G H O,"$34,000",Yes,NA,34
"December 30, 2016",Phrase,NA,NA,LOWER THE BOOM,M H C O D,"$34,000",Yes,NA,34
"January 2, 2017",Place,NA,NA,GORGEOUS VINEYARD,P M C O,"$34,000",Yes,NA,34
"January 3, 2017",Thing,NA,NA,FOOLPROOF METHOD,G H P O,Ford Mustang,Yes,NA,34
"January 4, 2017",Phrase,NA,NA,BEYOND QUESTION,G H D U,Ford Mustang,No,NA,34
"January 5, 2017",Phrase,NA,NA,HOME BEFORE DARK,C D M O,"$45,000",Yes,NA,34
"January 6, 2017",Things,NA,NA,MIXED REVIEWS,C D M A,"$34,000",Yes,NA,34
"January 9, 2017",Thing,NA,NA,HANDY GUIDEBOOK,D G P A,"$40,000",No,NA,34
"January 10, 2017",Things,NA,NA,DAZZLING GOOD LOOKS,B P H I,"$45,000",No,NA,34
"January 11, 2017",Thing,NA,NA,A QUIET BREAK,C M P A,"$34,000",No,NA,34
"January 12, 2017",Phrase,NA,NA,IN A VACUUM,P H G O,"$45,000",No,NA,34
"January 13, 2017",Phrase,NA,NA,HIGHLY GIFTED,C M H A,Nissan Juke,No,NA,34
"January 16, 2017",Phrase,NA,NA,POLAR OPPOSITE,C F H O,"$45,000",No,NA,34
"January 17, 2017",Phrase,NA,NA,WILD ABOUT THE IDEA,D G H O,"$34,000",No,NA,34
"January 18, 2017",Phrase,NA,NA,BELOW THE HORIZON,M W D O C,"$34,000",Yes,NA,34
"January 19, 2017",Thing,NA,NA,HUMAN BEHAVIOR,C H P I,"$50,000",No,NA,34
"January 20, 2017",Phrase,NA,NA,DABBLING IN MAGIC,P G H O,Winnebago,No,NA,34
"January 23, 2017",Phrase,NA,NA,ABOVE THE FRAY,H C D A,"$100,000",No,NA,34
"January 24, 2017",Living Things,NA,NA,BABY FOXES,C B P A,Lincoln MKC,No,NA,34
"January 25, 2017",Phrase,NA,NA,PLUG THE GAP,C M D A,Lincoln MKC,No,NA,34
"January 26, 2017",Phrase,NA,NA,I BOUGHT A FEW GIFTS,P G H O,"$40,000",No,NA,34
"January 27, 2017",Phrase,NA,NA,OUR FIRST VOYAGE,F C D I,"$50,000",No,NA,34
"January 30, 2017",What Are You Doing?,NA,NA,PAYING A VISIT,C D M O,"$34,000",No,NA,34
"January 31, 2017",Phrase,NA,NA,IN ABOUT AN HOUR,D M H O,"$34,000",No,NA,34
"February 1, 2017",Thing,NA,NA,GLOB OF PAINT,C D M A,"$34,000",Yes,NA,34
"February 2, 2017",Phrase,NA,NA,WITHOUT A WORD,D G M O,"$34,000",No,NA,34
"February 3, 2017",Thing,NA,NA,PREVIOUS JOB,P G H O,Jeep Cherokee,No,NA,34
"February 6, 2017",Show Biz,NA,NA,AUDITIONING,G D M O C,Audi A3,No,NA,34
"February 7, 2017",Thing,NA,NA,AERIAL PHOTO,C P H O,"$34,000",Yes,NA,34
"February 8, 2017",Phrase,NA,NA,I CAUGHT A GLIMPSE,P D M A,"$34,000",Yes,NA,34
"February 9, 2017",Phrase,NA,NA,MOVE ALONG,P G C I,"$34,000",No,NA,34
"February 10, 2017",Phrase,NA,NA,HIGHEST QUALITY,M G P O,Audi A3,No,NA,34
"February 13, 2017",Phrase,NA,NA,YOU DO THE MATH,H M C A,"$34,000",No,NA,34
"February 14, 2017",People,NA,NA,ADVISORY GROUP,C D M A,"$50,000",No,NA,34
"February 15, 2017",Thing,NA,NA,AMPLIFIED MUSIC,P C D O,"$34,000",No,NA,34
"February 16, 2017",Phrase,NA,NA,WAY OUT OF BOUNDS,P G H O,"$45,000",No,NA,34
"February 17, 2017",Phrase,NA,NA,FAR FROM OVER,C D Y O,"$34,000",Yes,NA,34
"February 20, 2017",Place,NA,NA,OUR HANGOUT,P G H O,"$34,000",Yes,NA,34
"February 21, 2017",People,NA,NA,POWER COUPLE,C M G I,"$40,000",No,NA,34
"February 22, 2017",Things,NA,NA,YOGA PANTS,P M H O,"$40,000",Yes,NA,34
"February 23, 2017",Thing,NA,NA,GOPHER HOLE,P M C O,"$34,000",Yes,NA,34
"February 24, 2017",Phrase,NA,NA,I MADE A PROMISE,P G H O,"$34,000",Yes,NA,34
"February 27, 2017",What Are You Doing?,NA,NA,FLIPPING A COIN,G C H A,"$34,000",Yes,NA,34
"February 28, 2017",Phrase,NA,NA,DURING THE BREAK,C H D A,"$34,000",Yes,NA,34
"March 1, 2017",Thing,NA,NA,BODYBUILDING,C M G A,"$34,000",No,NA,34
"March 2, 2017",Phrase,NA,NA,CLOGGED UP,B C M A,"$100,000",No,NA,34
"March 3, 2017",Thing,NA,NA,VALUABLE INFORMATION,M C P A,"$34,000",Yes,NA,34
"March 6, 2017",Phrase,NA,NA,RIGHT BEHIND YOU,P G D O,Fiat 124 Spider,Yes,NA,34
"March 7, 2017",People,NA,NA,GROWN KIDS,G C W O,Fiat 124 Spider,Yes,NA,34
"March 8, 2017",Thing,NA,NA,FAVORITE PHOTO,C M P A,Fiat 124 Spider,No,NA,34
"March 9, 2017",Phrase,NA,NA,BARELY MADE IT,D G H O,"$45,000",No,NA,34
"March 10, 2017",Person,NA,NA,MY BIGGEST FAN,C G M A,Fiat 124 Spider,Yes,NA,34
"March 13, 2017",Phrase,NA,NA,GET BACK TO BASICS,P G H O D,Nissan Juke,No,NA,34
"March 14, 2017",Thing,NA,NA,OFFICE JARGON,C D M A,"$40,000",No,NA,34
"March 15, 2017",Phrase,NA,NA,VAST QUANTITY,C P M A,"$50,000",Yes,NA,34
"March 16, 2017",Phrase,NA,NA,GRAB YOUR PHONE,H C M O,Jeep Cherokee,No,NA,34
"March 17, 2017",Phrase,NA,NA,WITHIN A YEAR,C D M A H,Audi A3,No,NA,34
"March 20, 2017",Phrase,NA,NA,PACK YOUR BAGS,M P C O,"$34,000",Yes,NA,34
"March 21, 2017",Things,NA,NA,BOYISH LOOKS,H P C A,"$34,000",No,NA,34
"March 22, 2017",Phrase,NA,NA,UNIVERSAL APPEAL,C V D I,"$50,000",No,NA,34
"March 23, 2017",Thing,NA,NA,MATH FORMULA,P G H O,"$45,000",No,NA,34
"March 24, 2017",Phrase,NA,NA,HIGH POINT OF MY DAY,C D M O,"$100,000",No,NA,34
"March 27, 2017",Phrase,NA,NA,MAKE WAY,B M D O,"$34,000",No,NA,34
"March 28, 2017",Phrase,NA,NA,BACK ON TOP,P B H O G,Volkswagen Passat,Yes,NA,34
"March 29, 2017",Thing,NA,NA,POPULAR QUOTE,H C D O F,"$45,000",Yes,NA,34
"March 30, 2017",What Are You Doing?,NA,NA,WEIGHING OPTIONS,G M C I,"$34,000",Yes,NA,34
"March 31, 2017",Phrase,NA,NA,OUT OF YOUR COMFORT ZONE,P G H O,"$34,000",Yes,NA,34
"April 3, 2017",What Are You Doing?,NA,NA,WORKING OUT THE KINKS,D C P O,"$34,000",Yes,NA,34
"April 4, 2017",Phrase,NA,NA,YOU READ MY MIND,M H P O,"$34,000",No,NA,34
"April 5, 2017",Thing,NA,NA,APPROVING NOD,G M H I,"$34,000",No,NA,34
"April 6, 2017",Phrase,NA,NA,CHOOSE WISELY,M P D I,"$34,000",No,NA,34
"April 7, 2017",Thing,NA,NA,EXCLUSIVE OFFER,F G H I,"$34,000",Yes,NA,34
"April 10, 2017",Phrase,NA,NA,BUNDLE UP,G H P O,Mini Cooper convertible,Yes,NA,34
"April 11, 2017",Phrase,NA,NA,AMONG OTHER THINGS,H M C U,"$34,000",Yes,NA,34
"April 12, 2017",Thing,NA,NA,VICTORY DANCE,C P F I,"$40,000",No,NA,34
"April 13, 2017",Phrase,NA,NA,FIX IT UP,P G D O,"$34,000",No,NA,34
"April 14, 2017",Thing,NA,NA,A PIECE OF ADVICE,G H C A,Volkswagen Passat,Yes,NA,34
"April 17, 2017",Thing,NA,NA,HARD WORK,Y C K O,"$100,000",No,NA,34
"April 18, 2017",Phrase,NA,NA,WAY OVER YONDER,P G H O,"$50,000",No,NA,34
"April 19, 2017",Place,NA,NA,VINTAGE BOUTIQUE,M P D O C,Mercedes-Benz CLA 250,No,NA,34
"April 20, 2017",Person,NA,NA,HARMONICA PLAYER,F Y Q A,"$34,000",No,NA,34
"April 21, 2017",Thing,NA,NA,FLICKERING BULB,C D G O,"$100,000",No,NA,34
"April 24, 2017",Thing,NA,NA,MAJOR IMPACT,B G M O,Volkswagen Beetle convertible,No,NA,34
"April 25, 2017",Phrase,NA,NA,JOIN THE PARTY,P Y M A,"$34,000",No,NA,34
"April 26, 2017",Thing,NA,NA,GOOD QUESTION,G D P I,"$34,000",Yes,NA,34
"April 27, 2017",Phrase,NA,NA,INFORMATION OVERLOAD,P M C O,"$34,000",Yes,NA,34
"April 28, 2017",Phrase,NA,NA,POISED TO WIN,H D F O,Volkswagen Beetle convertible,No,NA,34
"May 1, 2017",Thing,NA,NA,VIVID COLOR,M D H A,Ford Mustang convertible,No,NA,34
"May 2, 2017",Phrase,NA,NA,JUST A QUICK PEEK,P D M A,"$34,000",No,NA,34
"May 3, 2017",Things,NA,NA,PUFFY CHEEKS,D K M O,Ford Mustang convertible,No,NA,34
"May 4, 2017",Thing,NA,NA,MY FAVORITE HANDBAG,G M P O,"$34,000",No,NA,34
"May 5, 2017",Thing,NA,NA,PAVED ROADWAY,G H D O,"$34,000",No,NA,34
"May 8, 2017",Thing,NA,NA,PROM GOWN,B M D A,"$34,000",No,NA,34
"May 9, 2017",Phrase,NA,NA,BACK AT WORK,C H K O,"$34,000",Yes,NA,34
"May 10, 2017",Thing,NA,NA,HOT PROPERTY,C P D O,Mini Cooper,Yes,NA,34
"May 11, 2017",On the Map,NA,NA,BUFFALO AND ITHACA,P G H O,"$34,000",No,NA,34
"May 12, 2017",Phrase,NA,NA,MOVE FORWARD,C M P O,"$34,000",No,NA,34
"May 15, 2017",Thing,NA,NA,PACKAGE DEAL,D C H A,"$34,000",Yes,NA,34
"May 16, 2017",Phrase,NA,NA,THE UPPER HAND,P C H I,"$34,000",Yes,NA,34
"May 17, 2017",Phrase,NA,NA,WALK ON BY,G P F O,"$34,000",Yes,NA,34
"May 18, 2017",Phrase,NA,NA,GO WITH YOUR FIRST CHOICE,D F H O M,"$45,000",Yes,NA,34
"May 19, 2017",Phrase,NA,NA,OUT OF FOCUS,P D M I,Lincoln MKC,No,NA,34
"May 22, 2017",Thing,NA,NA,PATCHWORK,P M D A B,"$40,000",No,NA,34
"May 23, 2017",Thing,NA,NA,BOUQUET,P G H O,"$45,000",No,NA,34
"May 24, 2017",Thing,NA,NA,VERY THICK FOG,D H M O,Chevrolet Camaro,No,NA,34
"May 25, 2017",Phrase,NA,NA,YOU HAVE MY WORD,F M D O,"$45,000",No,NA,34
"May 26, 2017",Phrase,NA,NA,BEFORE DAWN,M H C A D,Chevrolet Camaro,Yes,NA,34
"May 29, 2017",What Are You Doing?,NA,NA,OVERCOMING OBSTACLES,G H M O,"$45,000",Yes,NA,34
"May 30, 2017",Phrase,NA,NA,HEAR US OUT,C P H O,Volkswagen Beetle convertible,Yes,NA,34
"May 31, 2017",Things,NA,NA,VACUUM BAGS,C G H O P,Mini Cooper,No,NA,34
"June 1, 2017",Phrase,NA,NA,ON OUR BEHALF,F D P O,"$34,000",Yes,NA,34
"June 2, 2017",Food & Drink,NA,NA,JUICY PEACH,C P M O,Jeep Wrangler,No,NA,34
"June 5, 2017",Thing,NA,NA,OFFBEAT APPROACH,C H D I G,"$34,000",No,NA,34
